id,order,score,weight,color,label
iGMDRD369,1,3,1,#C7E89E,"CDH15"
iGMDRD369,1,1,1,#C32F4B,"MYO3A"
iGMDRD369,1,3,1,#FAE38C,"RXRA"
iGMDRD369,1,3,1,#F47245,"DHFR"
iGMDRD369,1,2,1,#C32F4B,"SERPINB4"
iGMDRD369,1,2,1,#EAF195,"GOLPH3"
iGMDRD369,1,2,1,#9CD6A4,"NANOS2"
iGMDRD369,1,3,1,#5E4EA1,"DPYD"
iGMDRD369,1,3,1,#4776B4,"NEK1"
iGMDRD369,1,3,1,#FEC574,"CARS"
iGMDRD369,1,3,1,#9E0041,"ITPR2"
iGMDRD369,1,2,1,#EAF195,"CHUK"
iGMDRD369,1,3,1,#E1514B,"BCL11B"
iGMDRD369,1,2,1,#FAE38C,"TFPT"
iGMDRD369,1,3,1,#FB9F59,"PDCD11"
iGMDRD369,1,2,1,#9E0041,"RIPK3"
iGMDRD369,1,3,1,#4D9DB4,"DYRK4"
iGMDRD369,1,1,1,#9E0041,"MECOM"
iGMDRD369,1,3,1,#F47245,"LMTK2"
iGMDRD369,1,2,1,#6CC4A4,"TESK2"
iGMDRD369,1,2,1,#C32F4B,"PREX2"
iGMDRD369,1,2,1,#6CC4A4,"LRGUK"
iGMDRD369,1,2,1,#EAF195,"LRP1B"
iGMDRD369,1,5,1,#EAF195,"BMP4"
iGMDRD369,1,3,1,#9E0041,"CDH11"
iGMDRD369,1,3,1,#4D9DB4,"ABCA3"
iGMDRD369,1,2,1,#4D9DB4,"CATSPERB"
iGMDRD369,1,3,1,#5E4EA1,"WEE2"
iGMDRD369,1,3,1,#4776B4,"AIFM3"
iGMDRD369,1,3,1,#F47245,"TERT"
iGMDRD369,1,3,1,#F47245,"CHRNA5"
iGMDRD369,1,3,1,#F47245,"CNTRL"
iGMDRD369,1,2,1,#F47245,"UBE3B"
iGMDRD369,1,3,1,#6CC4A4,"THRAP3"
iGMDRD369,1,2,1,#F47245,"CIITA"
iGMDRD369,1,2,1,#5E4EA1,"NEK8"
iGMDRD369,1,3,1,#4D9DB4,"STKLD1"
iGMDRD369,1,2,1,#5E4EA1,"TPPP"
iGMDRD369,1,1,1,#EAF195,"PTPRT"
iGMDRD369,1,3,1,#FEC574,"CDC7"
iGMDRD369,1,2,1,#C7E89E,"MAP4K5"
iGMDRD369,1,2,1,#9E0041,"SCYL3"
iGMDRD369,1,3,1,#4776B4,"IL1RN"
iGMDRD369,1,1,1,#EAF195,"MSH2"
iGMDRD369,1,2,1,#9CD6A4,"MARK4"
iGMDRD369,1,3,1,#F47245,"HIPK3"
iGMDRD369,1,3,1,#6CC4A4,"JAK1"
iGMDRD369,1,2,1,#9CD6A4,"TOP2B"
iGMDRD369,1,3,1,#4776B4,"INSRR"
iGMDRD369,1,3,1,#4776B4,"PINK1"
iGMDRD369,1,3,1,#4776B4,"CAMKK2"
iGMDRD369,1,3,1,#F47245,"MAST4"
iGMDRD369,1,3,1,#F47245,"FASN"
iGMDRD369,1,2,1,#F47245,"EPHB1"
iGMDRD369,1,2,1,#9CD6A4,"DACH1"
iGMDRD369,1,2,1,#FEC574,"ARID1A"
iGMDRD369,1,3,1,#9CD6A4,"RECQL4"
iGMDRD369,1,1,1,#9CD6A4,"KRAS"
iGMDRD369,1,2,1,#4776B4,"FZR1"
iGMDRD369,1,3,1,#9CD6A4,"ADCK2"
iGMDRD369,1,3,1,#E1514B,"BRD4"
iGMDRD369,1,3,1,#C32F4B,"ADGRG4"
iGMDRD369,1,1,1,#5E4EA1,"BUB1B"
iGMDRD369,1,1,1,#FB9F59,"SMOX"
iGMDRD369,1,2,1,#EAF195,"MCM4"
iGMDRD369,1,3,1,#C32F4B,"ASTN1"
iGMDRD369,1,3,1,#9E0041,"FSCB"
iGMDRD369,1,3,1,#9CD6A4,"IKBKE"
