id,order,score,weight,color,label
iGMDRD560,1,2,1,#FB9F59,"BLK"
iGMDRD560,1,3,1,#FB9F59,"ERCC3"
iGMDRD560,1,3,1,#EAF195,"GMPS"
iGMDRD560,1,3,1,#C32F4B,"BCL10"
iGMDRD560,1,3,1,#4776B4,"TPM4"
iGMDRD560,1,1,1,#F47245,"TSHR"
iGMDRD560,1,3,1,#6CC4A4,"PTPRC"
iGMDRD560,1,2,1,#EAF195,"CDC25A"
iGMDRD560,1,3,1,#C32F4B,"PSKH2"
iGMDRD560,1,2,1,#FEC574,"KSR2"
iGMDRD560,1,2,1,#9E0041,"MCF2"
iGMDRD560,1,2,1,#FB9F59,"RBM15"
iGMDRD560,1,2,1,#C32F4B,"LTBR"
iGMDRD560,1,3,1,#5E4EA1,"ADAM29"
iGMDRD560,1,2,1,#4776B4,"ADAMTS2"
iGMDRD560,1,2,1,#6CC4A4,"MRTFA"
iGMDRD560,1,4,1,#5E4EA1,"ALPK1"
iGMDRD560,1,3,1,#E1514B,"DGKG"
iGMDRD560,1,2,1,#5E4EA1,"PIK3CA"
iGMDRD560,1,3,1,#C32F4B,"PRAME"
iGMDRD560,1,3,1,#6CC4A4,"RIPK4"
iGMDRD560,1,2,1,#C7E89E,"RBPJ"
iGMDRD560,1,3,1,#FEC574,"MOCOS"
iGMDRD560,1,3,1,#9E0041,"ISG15"
iGMDRD560,1,4,1,#FEC574,"RASGRF1"
iGMDRD560,1,3,1,#EAF195,"CRTC1"
iGMDRD560,1,2,1,#9E0041,"EHBP1"
iGMDRD560,1,3,1,#FB9F59,"UNC13C"
iGMDRD560,1,3,1,#9E0041,"ELAVL1"
iGMDRD560,1,1,1,#6CC4A4,"MYC"
iGMDRD560,1,3,1,#6CC4A4,"ROBO1"
iGMDRD560,1,3,1,#F47245,"PAK4"
iGMDRD560,1,3,1,#4D9DB4,"LRRK1"
iGMDRD560,1,1,1,#C7E89E,"COL1A1"
iGMDRD560,1,2,1,#4D9DB4,"LAMA1"
iGMDRD560,1,4,1,#4776B4,"CCND2"
iGMDRD560,1,2,1,#9CD6A4,"ADGRB1"
iGMDRD560,1,3,1,#EAF195,"RNASE3"
iGMDRD560,1,3,1,#FEC574,"BCKDK"
iGMDRD560,1,2,1,#5E4EA1,"ERBB3"
iGMDRD560,1,3,1,#EAF195,"PAX5"
iGMDRD560,1,3,1,#9E0041,"SIRT1"
iGMDRD560,1,1,1,#6CC4A4,"ADGRB3"
iGMDRD560,1,3,1,#9CD6A4,"PGAP3"
iGMDRD560,1,2,1,#E1514B,"PTK2"
iGMDRD560,1,1,1,#9CD6A4,"TYRO3"
iGMDRD560,1,3,1,#6CC4A4,"MAP2K1"
iGMDRD560,1,2,1,#FEC574,"CPAMD8"
iGMDRD560,1,3,1,#4776B4,"FOXO3"
iGMDRD560,1,3,1,#E1514B,"CXXC1"
iGMDRD560,1,2,1,#FB9F59,"PRKCSH"
iGMDRD560,1,1,1,#FEC574,"NLRP1"
iGMDRD560,1,3,1,#4D9DB4,"TOX"
iGMDRD560,1,2,1,#C32F4B,"MTCL1"
iGMDRD560,1,1,1,#C7E89E,"REM1"
iGMDRD560,1,3,1,#9E0041,"NEDD8"
iGMDRD560,1,3,1,#9E0041,"ITPR1"
iGMDRD560,1,2,1,#5E4EA1,"GUCY1A2"
iGMDRD560,1,1,1,#C32F4B,"ERVK-19"
iGMDRD560,1,3,1,#5E4EA1,"HSF1"
iGMDRD560,1,1,1,#F47245,"GRIK1"
iGMDRD560,1,2,1,#FB9F59,"KMT2A"
iGMDRD560,1,3,1,#C7E89E,"VRK2"
iGMDRD560,1,1,1,#E1514B,"NFIA"
iGMDRD560,1,2,1,#4776B4,"HERC2"
iGMDRD560,1,1,1,#6CC4A4,"RASGRF2"
iGMDRD560,1,2,1,#4D9DB4,"PIP4K2A"
iGMDRD560,1,1,1,#FEC574,"CCNE1"
iGMDRD560,1,5,1,#C7E89E,"ADAMTSL3"
iGMDRD560,1,1,1,#FB9F59,"USP6"
iGMDRD560,1,3,1,#9CD6A4,"ACACB"
iGMDRD560,1,2,1,#C32F4B,"ARTN"
iGMDRD560,1,1,1,#4D9DB4,"ZNF331"
iGMDRD560,1,4,1,#9CD6A4,"MARK1"
iGMDRD560,1,3,1,#C32F4B,"FGF19"
iGMDRD560,1,3,1,#FAE38C,"BTRC"
iGMDRD560,1,6,1,#4776B4,"KAT6B"
iGMDRD560,1,2,1,#E1514B,"PDPK1"
iGMDRD560,1,2,1,#C7E89E,"PPM1E"
iGMDRD560,1,1,1,#6CC4A4,"PREX1"
iGMDRD560,1,1,1,#C7E89E,"PRKCB"
iGMDRD560,1,6,1,#9CD6A4,"CSNK1G3"
iGMDRD560,1,2,1,#6CC4A4,"RAB33B"
iGMDRD560,1,1,1,#E1514B,"SMARCB1"
iGMDRD560,1,3,1,#FB9F59,"VEGFD"
iGMDRD560,1,2,1,#C7E89E,"ERG"
iGMDRD560,1,1,1,#FB9F59,"GATA3"
iGMDRD560,1,1,1,#EAF195,"MYH9"
iGMDRD560,1,3,1,#6CC4A4,"HSP90AA1"
iGMDRD560,1,2,1,#FB9F59,"PPP1R3A"
iGMDRD560,1,2,1,#FEC574,"NEK5"
iGMDRD560,1,3,1,#4D9DB4,"WNK2"
iGMDRD560,1,1,1,#F47245,"MAP3K19"
iGMDRD560,1,1,1,#FAE38C,"ADAMTS19"
iGMDRD560,1,1,1,#5E4EA1,"TNFAIP3"
iGMDRD560,1,3,1,#C32F4B,"DNAH8"
iGMDRD560,1,2,1,#FEC574,"MLH1"
iGMDRD560,1,2,1,#9CD6A4,"PLCB2"
iGMDRD560,1,3,1,#9E0041,"FUS"
iGMDRD560,1,6,1,#4776B4,"NEXMIF"
iGMDRD560,1,3,1,#4D9DB4,"JAK2"
iGMDRD560,1,3,1,#4D9DB4,"PARP9"
iGMDRD560,1,3,1,#5E4EA1,"HDAC4"
iGMDRD560,1,2,1,#C32F4B,"TIE1"
iGMDRD560,1,3,1,#FB9F59,"ROCK1"
iGMDRD560,1,2,1,#6CC4A4,"MAPK4"
iGMDRD560,1,3,1,#4D9DB4,"NONO"
iGMDRD560,1,3,1,#6CC4A4,"EPHB6"
iGMDRD560,1,3,1,#C7E89E,"ZNF384"
iGMDRD560,1,3,1,#F47245,"TLR3"
iGMDRD560,1,7,1,#C7E89E,"ADAM22"
iGMDRD560,1,2,1,#6CC4A4,"DICER1"
iGMDRD560,1,2,1,#4D9DB4,"GAK"
iGMDRD560,1,3,1,#FB9F59,"MARK3"
iGMDRD560,1,2,1,#FB9F59,"SMARCA4"
iGMDRD560,1,3,1,#4776B4,"IL2RA"
iGMDRD560,1,3,1,#C32F4B,"ZNF497"
iGMDRD560,1,3,1,#FEC574,"TAOK2"
iGMDRD560,1,2,1,#FB9F59,"MALT1"
iGMDRD560,1,2,1,#EAF195,"PRKACB"
iGMDRD560,1,3,1,#C32F4B,"GRK6"
iGMDRD560,1,3,1,#EAF195,"EXT1"
iGMDRD560,1,2,1,#E1514B,"DNAAF3"
iGMDRD560,1,4,1,#E1514B,"SLC22A3"
iGMDRD560,1,3,1,#4D9DB4,"FIP1L1"
iGMDRD560,1,2,1,#4776B4,"PIP5K1C"
iGMDRD560,1,2,1,#C32F4B,"MLLT3"
iGMDRD560,1,1,1,#F47245,"RPGRIP1"
iGMDRD560,1,3,1,#FAE38C,"ERN1"
iGMDRD560,1,4,1,#9E0041,"AKT2"
iGMDRD560,1,2,1,#5E4EA1,"NSD2"
iGMDRD560,1,2,1,#E1514B,"GRIA3"
iGMDRD560,1,1,1,#FEC574,"ALPK2"
iGMDRD560,1,6,1,#5E4EA1,"RIPK2"
iGMDRD560,1,3,1,#FB9F59,"STK36"
iGMDRD560,1,1,1,#C7E89E,"TP53"
iGMDRD560,1,2,1,#EAF195,"TESK2"
iGMDRD560,1,2,1,#C32F4B,"ASPH"
iGMDRD560,1,2,1,#5E4EA1,"PLK4"
iGMDRD560,1,3,1,#5E4EA1,"TXK"
iGMDRD560,1,1,1,#9E0041,"AIFM3"
iGMDRD560,1,2,1,#E1514B,"JARID2"
iGMDRD560,1,1,1,#C32F4B,"TP53BP1"
iGMDRD560,1,2,1,#FAE38C,"LRP6"
iGMDRD560,1,2,1,#E1514B,"UBE3B"
iGMDRD560,1,3,1,#9E0041,"PIP4K2B"
iGMDRD560,1,1,1,#F47245,"KMT2C"
iGMDRD560,1,4,1,#5E4EA1,"CNTN5"
iGMDRD560,1,3,1,#FB9F59,"PER1"
iGMDRD560,1,3,1,#4776B4,"DYRK2"
iGMDRD560,1,3,1,#E1514B,"MYCN"
iGMDRD560,1,2,1,#9E0041,"PKN1"
iGMDRD560,1,7,1,#E1514B,"MAP2K4"
iGMDRD560,1,2,1,#C32F4B,"STAR"
iGMDRD560,1,3,1,#4D9DB4,"NCAPD3"
iGMDRD560,1,3,1,#9E0041,"CDH15"
iGMDRD560,1,4,1,#C32F4B,"ING1"
iGMDRD560,1,3,1,#F47245,"PRPF4B"
iGMDRD560,1,2,1,#5E4EA1,"ITGB6"
iGMDRD560,1,2,1,#FB9F59,"ERCC5"
iGMDRD560,1,1,1,#4D9DB4,"EDNRA"
iGMDRD560,1,2,1,#6CC4A4,"MYO3A"
iGMDRD560,1,1,1,#6CC4A4,"IL1R1"
iGMDRD560,1,6,1,#FB9F59,"CHUK"
iGMDRD560,1,1,1,#E1514B,"GOLPH3"
iGMDRD560,1,2,1,#4776B4,"NANOS2"
iGMDRD560,1,1,1,#4D9DB4,"IRS1"
iGMDRD560,1,3,1,#5E4EA1,"ITGB1"
iGMDRD560,1,6,1,#6CC4A4,"GHR"
iGMDRD560,1,3,1,#F47245,"STAT1"
iGMDRD560,1,3,1,#FEC574,"CD160"
iGMDRD560,1,3,1,#9E0041,"SLCO4A1"
iGMDRD560,1,3,1,#FAE38C,"PRKD1"
iGMDRD560,1,2,1,#9CD6A4,"RIPK3"
iGMDRD560,1,1,1,#5E4EA1,"ESR2"
iGMDRD560,1,2,1,#E1514B,"TOP2A"
iGMDRD560,1,5,1,#5E4EA1,"PTEN"
iGMDRD560,1,3,1,#FB9F59,"MECOM"
iGMDRD560,1,3,1,#4D9DB4,"IDH2"
iGMDRD560,1,3,1,#6CC4A4,"CSF3"
iGMDRD560,1,3,1,#EAF195,"STK19"
iGMDRD560,1,2,1,#FEC574,"TFPT"
iGMDRD560,1,2,1,#FB9F59,"EPHA7"
iGMDRD560,1,3,1,#E1514B,"MLLT1"
iGMDRD560,1,2,1,#6CC4A4,"ZMYM2"
iGMDRD560,1,5,1,#E1514B,"EP300"
iGMDRD560,1,2,1,#6CC4A4,"ITGA10"
iGMDRD560,1,3,1,#9E0041,"RECQL4"
iGMDRD560,1,3,1,#6CC4A4,"ARID1A"
iGMDRD560,1,1,1,#4D9DB4,"TANK"
iGMDRD560,1,2,1,#C7E89E,"ZNF423"
iGMDRD560,1,1,1,#FEC574,"KRAS"
iGMDRD560,1,3,1,#FAE38C,"FSCB"
iGMDRD560,1,1,1,#5E4EA1,"YAP1"
iGMDRD560,1,1,1,#9E0041,"BAG6"
iGMDRD560,1,3,1,#C7E89E,"TRIB2"
iGMDRD560,1,4,1,#9E0041,"PRKG2"
iGMDRD560,1,4,1,#FB9F59,"PRKDC"
iGMDRD560,1,1,1,#4D9DB4,"SMOX"
iGMDRD560,1,1,1,#E1514B,"AKT1"
iGMDRD560,1,3,1,#4776B4,"OR2L13"
iGMDRD560,1,3,1,#6CC4A4,"FZD1"
iGMDRD560,1,3,1,#FB9F59,"ADAM12"
iGMDRD560,1,2,1,#FAE38C,"SIK2"
iGMDRD560,1,3,1,#9E0041,"HAPLN1"
iGMDRD560,1,6,1,#C32F4B,"TRIO"
iGMDRD560,1,1,1,#F47245,"TOX4"
iGMDRD560,1,2,1,#EAF195,"CSNK2A2"
iGMDRD560,1,3,1,#5E4EA1,"LAMP1"
iGMDRD560,1,1,1,#6CC4A4,"BRCA1"
iGMDRD560,1,1,1,#4776B4,"AKT3"
iGMDRD560,1,3,1,#C32F4B,"FANCA"
iGMDRD560,1,2,1,#9E0041,"ARHGEF10"
iGMDRD560,1,3,1,#5E4EA1,"CREB1"
