id,order,score,weight,color,label
iGMDRD1008,1,1,1,#4776B4,"MSH6"
iGMDRD1008,1,3,1,#5E4EA1,"GATA2"
iGMDRD1008,1,2,1,#FB9F59,"DST"
iGMDRD1008,1,3,1,#4776B4,"PAWR"
iGMDRD1008,1,2,1,#FEC574,"SMAD2"
iGMDRD1008,1,1,1,#E1514B,"ARHGEF7"
iGMDRD1008,1,4,1,#FB9F59,"STAT6"
iGMDRD1008,1,3,1,#C7E89E,"RARB"
iGMDRD1008,1,6,1,#E1514B,"E2F1"
iGMDRD1008,1,1,1,#5E4EA1,"LZTR1"
iGMDRD1008,1,2,1,#C32F4B,"COL3A1"
iGMDRD1008,1,2,1,#5E4EA1,"NLRP1"
iGMDRD1008,1,2,1,#9CD6A4,"EPHA2"
iGMDRD1008,1,3,1,#4D9DB4,"CSK"
iGMDRD1008,1,3,1,#FB9F59,"FGFR1"
iGMDRD1008,1,2,1,#FEC574,"SACS"
iGMDRD1008,1,2,1,#FB9F59,"SIX4"
iGMDRD1008,1,2,1,#C32F4B,"CHD1"
iGMDRD1008,1,1,1,#C32F4B,"ADAMTS20"
iGMDRD1008,1,3,1,#C7E89E,"ERCC3"
iGMDRD1008,1,3,1,#EAF195,"CD79B"
iGMDRD1008,1,5,1,#5E4EA1,"FURIN"
iGMDRD1008,1,2,1,#FB9F59,"CDC42BPB"
iGMDRD1008,1,2,1,#F47245,"LRRC7"
iGMDRD1008,1,3,1,#6CC4A4,"TBX18"
iGMDRD1008,1,2,1,#9E0041,"PEAK1"
iGMDRD1008,1,1,1,#F47245,"LATS2"
iGMDRD1008,1,3,1,#C32F4B,"TNKS2"
iGMDRD1008,1,2,1,#C7E89E,"PHKG2"
iGMDRD1008,1,3,1,#C7E89E,"RHPN2"
iGMDRD1008,1,3,1,#6CC4A4,"MOCOS"
iGMDRD1008,1,2,1,#6CC4A4,"LTK"
iGMDRD1008,1,1,1,#FB9F59,"URB2"
iGMDRD1008,1,3,1,#5E4EA1,"RASGRF1"
iGMDRD1008,1,3,1,#EAF195,"EIF4A1"
iGMDRD1008,1,5,1,#FEC574,"UNC13C"
iGMDRD1008,1,3,1,#EAF195,"HUNK"
iGMDRD1008,1,3,1,#5E4EA1,"CEBPA"
iGMDRD1008,1,3,1,#FB9F59,"SMG1"
iGMDRD1008,1,1,1,#4776B4,"SYK"
iGMDRD1008,1,2,1,#4776B4,"DBF4"
iGMDRD1008,1,3,1,#C32F4B,"TNFAIP3"
iGMDRD1008,1,2,1,#E1514B,"DLC1"
iGMDRD1008,1,3,1,#C32F4B,"SLC45A2"
iGMDRD1008,1,6,1,#6CC4A4,"RB1"
iGMDRD1008,1,3,1,#FAE38C,"TLR3"
iGMDRD1008,1,2,1,#4776B4,"AMHR2"
iGMDRD1008,1,3,1,#6CC4A4,"PIK3R2"
iGMDRD1008,1,1,1,#4776B4,"CHD9"
iGMDRD1008,1,3,1,#E1514B,"INSR"
iGMDRD1008,1,2,1,#9E0041,"ATRX"
iGMDRD1008,1,6,1,#FEC574,"EXT1"
iGMDRD1008,1,2,1,#C32F4B,"CFI"
iGMDRD1008,1,1,1,#4776B4,"GRK4"
iGMDRD1008,1,1,1,#4D9DB4,"FGF19"
iGMDRD1008,1,2,1,#EAF195,"EPHA6"
iGMDRD1008,1,3,1,#FAE38C,"VRK2"
iGMDRD1008,1,3,1,#C7E89E,"MAPK15"
iGMDRD1008,1,3,1,#C7E89E,"CCNE1"
iGMDRD1008,1,2,1,#4776B4,"HSP90AA1"
iGMDRD1008,1,5,1,#FAE38C,"MAST2"
iGMDRD1008,1,1,1,#FEC574,"PREX1"
iGMDRD1008,1,1,1,#C32F4B,"PPM1E"
iGMDRD1008,1,3,1,#9CD6A4,"MAP3K9"
iGMDRD1008,1,6,1,#6CC4A4,"BRIP1"
iGMDRD1008,1,3,1,#9CD6A4,"FGFR3"
iGMDRD1008,1,3,1,#9CD6A4,"HDAC1"
iGMDRD1008,1,1,1,#FEC574,"MAP3K14"
iGMDRD1008,1,3,1,#C32F4B,"TRIB1"
iGMDRD1008,1,3,1,#C7E89E,"VEGFD"
iGMDRD1008,1,3,1,#6CC4A4,"TNFRSF9"
iGMDRD1008,1,3,1,#C32F4B,"MYBL2"
iGMDRD1008,1,5,1,#9CD6A4,"CSNK1A1"
iGMDRD1008,1,7,1,#4776B4,"ITPR2"
iGMDRD1008,1,4,1,#C7E89E,"ICK"
iGMDRD1008,1,3,1,#C7E89E,"IL6ST"
iGMDRD1008,1,6,1,#EAF195,"RAP1GDS1"
iGMDRD1008,1,2,1,#5E4EA1,"NEK1"
iGMDRD1008,1,3,1,#4D9DB4,"MECOM"
iGMDRD1008,1,2,1,#EAF195,"CSPG4"
iGMDRD1008,1,3,1,#9CD6A4,"ACOXL"
iGMDRD1008,1,3,1,#4776B4,"CSF3"
iGMDRD1008,1,1,1,#9CD6A4,"TFPT"
iGMDRD1008,1,2,1,#4776B4,"GUCY2F"
iGMDRD1008,1,2,1,#E1514B,"CASP8"
iGMDRD1008,1,2,1,#9E0041,"TP63"
iGMDRD1008,1,1,1,#4D9DB4,"DHDDS"
iGMDRD1008,1,3,1,#6CC4A4,"CDK13"
iGMDRD1008,1,3,1,#4D9DB4,"CD160"
iGMDRD1008,1,2,1,#FAE38C,"RPL22"
iGMDRD1008,1,1,1,#9E0041,"NUDT10"
iGMDRD1008,1,3,1,#EAF195,"WAS"
iGMDRD1008,1,2,1,#9E0041,"P2RX7"
iGMDRD1008,1,3,1,#EAF195,"NRK"
iGMDRD1008,1,3,1,#EAF195,"TRPS1"
iGMDRD1008,1,2,1,#E1514B,"LMTK2"
iGMDRD1008,1,3,1,#F47245,"NF2"
iGMDRD1008,1,3,1,#4D9DB4,"PLAG1"
iGMDRD1008,1,3,1,#5E4EA1,"TSC2"
iGMDRD1008,1,1,1,#5E4EA1,"STRADA"
iGMDRD1008,1,2,1,#9CD6A4,"XIAP"
iGMDRD1008,1,3,1,#5E4EA1,"LIMK1"
iGMDRD1008,1,3,1,#9CD6A4,"UBE3B"
