id,order,score,weight,color,label
iGMDRD284,1,2,1,#5E4EA1,"RNA5SP290"
iGMDRD284,1,1,1,#FAE38C,"KCTD16"
iGMDRD284,1,1,1,#9CD6A4,"TEX2"
iGMDRD284,1,1,1,#FAE38C,"EFCAB1"
iGMDRD284,1,1,1,#E1514B,"ETS1"
iGMDRD284,1,1,1,#EAF195,"SCUBE1"
iGMDRD284,1,3,1,#FB9F59,"ERBB2"
iGMDRD284,1,1,1,#4776B4,"SH3PXD2A"
iGMDRD284,1,1,1,#4776B4,"RUBCN"
iGMDRD284,1,1,1,#FB9F59,"PTPRN"
iGMDRD284,1,1,1,#E1514B,"SMAD4"
iGMDRD284,1,1,1,#FAE38C,"HRAS"
iGMDRD284,1,1,1,#C32F4B,"RNU7-19P"
iGMDRD284,1,1,1,#FEC574,"CDKN1C"
iGMDRD284,1,2,1,#FB9F59,"ESR1"
iGMDRD284,1,1,1,#9E0041,"ABAT"
iGMDRD284,1,1,1,#FB9F59,"SLC30A2"
iGMDRD284,1,1,1,#4776B4,"CDKN2C"
iGMDRD284,1,1,1,#5E4EA1,"SHE"
iGMDRD284,1,14,1,#C32F4B,"CDKN2A"
iGMDRD284,1,1,1,#C32F4B,"EXOC7"
iGMDRD284,1,1,1,#9E0041,"DPF1"
iGMDRD284,1,1,1,#6CC4A4,"IDH1"
iGMDRD284,1,1,1,#C7E89E,"PARP1"
iGMDRD284,1,2,1,#6CC4A4,"NOTCH1"
iGMDRD284,1,7,1,#FB9F59,"CDK4"
iGMDRD284,1,1,1,#FAE38C,"C1orf198"
iGMDRD284,1,1,1,#FAE38C,"SLN"
iGMDRD284,1,2,1,#FEC574,"RN7SL416P"
iGMDRD284,1,1,1,#6CC4A4,"ELAVL2"
iGMDRD284,1,2,1,#FB9F59,"PROC"
iGMDRD284,1,1,1,#9E0041,"SDHC"
iGMDRD284,1,1,1,#9CD6A4,"MYCL"
iGMDRD284,1,1,1,#5E4EA1,"WNK3"
iGMDRD284,1,4,1,#4776B4,"KRAS"
iGMDRD284,1,1,1,#5E4EA1,"FAM49A"
iGMDRD284,1,1,1,#4776B4,"RNMT"
iGMDRD284,1,1,1,#4D9DB4,"CTNNB1"
iGMDRD284,1,1,1,#EAF195,"FZR1"
iGMDRD284,1,1,1,#9E0041,"DAAM2"
iGMDRD284,1,1,1,#6CC4A4,"PTEN"
iGMDRD284,1,1,1,#C32F4B,"STK11"
iGMDRD284,1,1,1,#FEC574,"RGS7"
iGMDRD284,1,1,1,#FAE38C,"SBSPON"
iGMDRD284,1,1,1,#9E0041,"KDM5C"
iGMDRD284,1,1,1,#4D9DB4,"RNU6-642P"
iGMDRD284,1,1,1,#FAE38C,"HSD17B12"
iGMDRD284,1,1,1,#4D9DB4,"CCND3"
iGMDRD284,1,1,1,#C7E89E,"STON2"
iGMDRD284,1,1,1,#9E0041,"SLC2A4"
iGMDRD284,1,1,1,#F47245,"VWA5B2"
iGMDRD284,1,1,1,#E1514B,"ITGA2"
iGMDRD284,1,1,1,#E1514B,"MRPS27"
iGMDRD284,1,1,1,#6CC4A4,"SPAG17"
iGMDRD284,1,2,1,#5E4EA1,"NRAS"
iGMDRD284,1,1,1,#C32F4B,"MAP2K4"
iGMDRD284,1,1,1,#5E4EA1,"MYCN"
iGMDRD284,1,1,1,#4D9DB4,"RASGEF1C"
iGMDRD284,1,1,1,#4D9DB4,"RUNDC3B"
iGMDRD284,1,1,1,#C7E89E,"C1orf105"
iGMDRD284,1,1,1,#6CC4A4,"DLEU1"
iGMDRD284,1,1,1,#C32F4B,"LCNL1"
iGMDRD284,1,1,1,#F47245,"GNAS"
iGMDRD284,1,1,1,#4776B4,"SPTBN4"
iGMDRD284,1,1,1,#F47245,"ALK"
iGMDRD284,1,1,1,#F47245,"LOC105372352"
iGMDRD284,1,1,1,#9E0041,"CDKN3"
iGMDRD284,1,1,1,#4776B4,"NECTIN3-AS1"
iGMDRD284,1,1,1,#4776B4,"SLC20A1"
iGMDRD284,1,1,1,#FEC574,"TP53"
iGMDRD284,1,1,1,#E1514B,"LANCL3"
iGMDRD284,1,1,1,#C7E89E,"REEP1"
iGMDRD284,1,2,1,#E1514B,"MIR4636"
iGMDRD284,1,1,1,#FEC574,"LDLRAD3"
iGMDRD284,1,1,1,#4D9DB4,"ZNF793-AS1"
iGMDRD284,1,1,1,#FB9F59,"RAB11FIP4"
iGMDRD284,1,1,1,#4776B4,"KDM6A"
iGMDRD284,1,1,1,#6CC4A4,"AKT2"
iGMDRD284,1,1,1,#9CD6A4,"NF2"
iGMDRD284,1,1,1,#C7E89E,"FARP1"
iGMDRD284,1,1,1,#FAE38C,"TTYH2"
iGMDRD284,1,1,1,#4776B4,"SNAP91"
