id,order,score,weight,color,label
iGMDRD583,1,3,1,#FAE38C,"MAML3"
iGMDRD583,1,1,1,#FAE38C,"MYLK"
iGMDRD583,1,1,1,#9CD6A4,"TSC1"
iGMDRD583,1,1,1,#4D9DB4,"MLH1"
iGMDRD583,1,2,1,#C32F4B,"ITPR2"
iGMDRD583,1,1,1,#9CD6A4,"CTNNA2"
iGMDRD583,1,2,1,#4D9DB4,"DHDDS"
iGMDRD583,1,2,1,#C7E89E,"GUCY2F"
iGMDRD583,1,2,1,#4D9DB4,"JAK1"
iGMDRD583,1,1,1,#FEC574,"BRCA2"
iGMDRD583,1,2,1,#EAF195,"EPHB1"
iGMDRD583,1,1,1,#9E0041,"ATM"
iGMDRD583,1,5,1,#FAE38C,"STK19"
iGMDRD583,1,2,1,#FAE38C,"TSHR"
iGMDRD583,1,1,1,#E1514B,"TSC2"
iGMDRD583,1,2,1,#9E0041,"ITGA10"
iGMDRD583,1,1,1,#6CC4A4,"LRRK2"
iGMDRD583,1,1,1,#FB9F59,"WNK1"
iGMDRD583,1,1,1,#C7E89E,"HSP90B1"
iGMDRD583,1,1,1,#F47245,"F8"
iGMDRD583,1,1,1,#FB9F59,"ETV1"
iGMDRD583,1,1,1,#9CD6A4,"GRIN2A"
iGMDRD583,1,1,1,#C7E89E,"MSN"
iGMDRD583,1,1,1,#EAF195,"BUB1"
iGMDRD583,1,1,1,#9CD6A4,"NPAT"
iGMDRD583,1,2,1,#FAE38C,"LRGUK"
iGMDRD583,1,1,1,#FEC574,"RPS6KA5"
iGMDRD583,1,1,1,#4D9DB4,"PCDH15"
iGMDRD583,1,2,1,#6CC4A4,"MAST2"
iGMDRD583,1,2,1,#9CD6A4,""
iGMDRD583,1,1,1,#5E4EA1,"EPHA3"
iGMDRD583,1,1,1,#9CD6A4,"KMT2C"
iGMDRD583,1,2,1,#F47245,"RBL1"
iGMDRD583,1,2,1,#9E0041,"BRCA1"
iGMDRD583,1,2,1,#5E4EA1,"C1D"
iGMDRD583,1,2,1,#9E0041,"WNK2"
