id,order,score,weight,color,label
iGMDRD6,1,3,1,#6CC4A4,"AM-580"
iGMDRD434,1,2,1,#FEC574,"BMS-536924"
iGMDRD630,1,3,1,#FAE38C,"ML203"
iGMDRD221,1,3,1,#C7E89E,"Tamoxifen"
iGMDRD60,1,2,1,#4D9DB4,"Quinoclamine"
iGMDRD84,1,3,1,#C32F4B,"Lovastatin acid"
iGMDRD513,1,1,1,#4776B4,"BML-259"
iGMDRD255,1,3,1,#FAE38C,"SB225002"
iGMDRD207,1,1,1,#F47245,"Capsaicin"
iGMDRD505,1,1,1,#EAF195,"Pevonedistat"
iGMDRD100,1,3,1,#9E0041,"Zebularine"
iGMDRD546,1,2,1,#C7E89E,"BMS-754807"
iGMDRD237,1,3,1,#F47245,"ABT-751"
iGMDRD562,1,2,1,#FB9F59,"Navitoclax"
iGMDRD187,1,1,1,#FAE38C,"BRD9876"
iGMDRD152,1,2,1,#EAF195,"179324-69-7"
iGMDRD366,1,3,1,#FAE38C,"PI-103"
iGMDRD192,1,3,1,#FB9F59,"CIL56"
iGMDRD57,1,2,1,#EAF195,"Chloropentafluorobenzene"
iGMDRD171,1,2,1,#E1514B,"Pemetrexed"
iGMDRD414,1,3,1,#EAF195,"MST-312"
iGMDRD679,1,3,1,#FEC574,"Bistramide A"
iGMDRD67,1,3,1,#C7E89E,"PENFLURIDOL"
