id,order,score,weight,color,label
iGMDRD772,1,2,1,#4776B4,"BRD4770"
iGMDRD398,1,2,1,#C32F4B,"Sepantronium"
iGMDRD394,1,3,1,#9E0041,"BX-795"
iGMDRD887,1,1,1,#C32F4B,"Compound 23 citrate"
iGMDRD152,1,2,1,#E1514B,"179324-69-7"
iGMDRD158,1,3,1,#4D9DB4,"NSC141540"
iGMDRD329,1,2,1,#FEC574,"Merck60"
iGMDRD353,1,2,1,#4D9DB4,"PD0325901"
iGMDRD945,1,3,1,#9E0041,"ML214"
iGMDRD318,1,1,1,#FAE38C,"PAC-1"
iGMDRD147,1,1,1,#F47245,"Prima-1"
iGMDRD280,1,3,1,#9CD6A4,"CYTOCHALASIN B"
iGMDRD512,1,5,1,#6CC4A4,"nutlin 3"
iGMDRD61,1,2,1,#4D9DB4,"Kinetin riboside"
iGMDRD126,1,2,1,#4D9DB4,"Tipifarnib"
