id,order,score,weight,color,label
iGMDRD506,1,4,1,#4776B4,"Fedratinib"
iGMDRD158,1,4,1,#9CD6A4,"NSC141540"
iGMDRD599,1,1,1,#9CD6A4,"Salermide"
iGMDRD123,1,3,1,#4776B4,"Isoevodiamine"
iGMDRD353,1,1,1,#F47245,"PD0325901"
iGMDRD126,1,4,1,#4D9DB4,"Tipifarnib"
iGMDRD74,1,3,1,#6CC4A4,"Idarubicin"
iGMDRD512,1,3,1,#FB9F59,"nutlin 3"
iGMDRD271,1,3,1,#E1514B,"Brefeldin A"
iGMDRD560,1,3,1,#F47245,"MK-2206"
iGMDRD60,1,3,1,#C32F4B,"Quinoclamine"
iGMDRD403,1,1,1,#FEC574,"BAY 61-3606"
iGMDRD177,1,6,1,#4776B4,"Teniposide"
iGMDRD1008,1,3,1,#FB9F59,"SR-II-138A"
iGMDRD291,1,1,1,#E1514B,"AC1NS4S0"
iGMDRD329,1,2,1,#9E0041,"Merck60"
iGMDRD369,1,3,1,#EAF195,"TGX-115"
iGMDRD391,1,1,1,#9E0041,"OSU-03012"
iGMDRD551,1,1,1,#C32F4B,"Ponatinib"
