id,order,score,weight,color,label
iGMDRD100,1,5,1,#4776B4,"Zebularine"
iGMDRD152,1,2,1,#4D9DB4,"179324-69-7"
iGMDRD414,1,5,1,#EAF195,"MST-312"
iGMDRD886,1,2,1,#E1514B,"Compound 1541A"
iGMDRD103,1,4,1,#4776B4,"SN-38"
iGMDRD138,1,3,1,#E1514B,"PX 12"
iGMDRD297,1,5,1,#E1514B,"Austocystin D"
iGMDRD322,1,2,1,#EAF195,"FK 866"
iGMDRD263,1,1,1,#4D9DB4,"AACOCF3"
iGMDRD446,1,3,1,#C7E89E,"LY 2183240"
iGMDRD251,1,2,1,#9CD6A4,"ML162"
iGMDRD188,1,5,1,#4D9DB4,"Piperlongumine"
iGMDRD60,1,2,1,#6CC4A4,"Quinoclamine"
iGMDRD802,1,1,1,#9E0041,"4-methylfasudil"
iGMDRD116,1,3,1,#6CC4A4,"CD437"
iGMDRD255,1,3,1,#EAF195,"SB225002"
iGMDRD121,1,2,1,#5E4EA1,"GMX1778"
iGMDRD142,1,1,1,#FEC574,"NSC74859"
iGMDRD505,1,2,1,#FAE38C,"Pevonedistat"
iGMDRD286,1,5,1,#9E0041,"Nsc 632839"
iGMDRD61,1,3,1,#9CD6A4,"Kinetin riboside"
iGMDRD144,1,5,1,#4776B4,"NSC95397"
