id,order,score,weight,color,label
iGMDRD263,1,3,1,#FEC574,"AACOCF3"
iGMDRD219,1,2,1,#C32F4B,"Bax channel blocker"
iGMDRD434,1,2,1,#4D9DB4,"BMS-536924"
iGMDRD60,1,2,1,#9E0041,"Quinoclamine"
iGMDRD121,1,2,1,#C32F4B,"GMX1778"
iGMDRD420,1,3,1,#C7E89E,"Leucascandrolide A"
iGMDRD870,1,2,1,#FB9F59,"BRD63610"
iGMDRD152,1,3,1,#6CC4A4,"179324-69-7"
iGMDRD330,1,3,1,#C32F4B,"BRD4132"
iGMDRD427,1,2,1,#EAF195,"ABT737"
iGMDRD414,1,1,1,#EAF195,"MST-312"
iGMDRD901,1,3,1,#FEC574,"ELCPK"
iGMDRD474,1,2,1,#C32F4B,"Avrainvillamide"
iGMDRD871,1,2,1,#4776B4,"BRD6368"
iGMDRD577,1,4,1,#FEC574,"BIX01294"
iGMDRD887,1,2,1,#4776B4,"Compound 23 citrate"
iGMDRD505,1,4,1,#C32F4B,"Pevonedistat"
iGMDRD144,1,8,1,#E1514B,"NSC95397"
iGMDRD23,1,3,1,#6CC4A4,"Gossypol"
iGMDRD780,1,1,1,#4776B4,"PP-30"
iGMDRD77,1,2,1,#4776B4,"Itraconazole"
iGMDRD268,1,3,1,#FEC574,"Cerulenin"
iGMDRD105,1,5,1,#4D9DB4,"Triptolide"
iGMDRD231,1,3,1,#FB9F59,"Importazole"
iGMDRD289,1,6,1,#9CD6A4,"Parthenolide"
iGMDRD698,1,3,1,#6CC4A4,"Neratinib"
iGMDRD318,1,2,1,#C32F4B,"PAC-1"
iGMDRD886,1,2,1,#4D9DB4,"Compound 1541A"
iGMDRD889,1,5,1,#FAE38C,"Compound 7d-cis"
iGMDRD524,1,1,1,#FEC574,"ISX-9"
iGMDRD267,1,4,1,#C7E89E,"Oligomycin A"
iGMDRD945,1,4,1,#4776B4,"ML214"
iGMDRD64,1,3,1,#5E4EA1,"Parbendazole"
iGMDRD103,1,3,1,#F47245,"SN-38"
iGMDRD298,1,2,1,#C7E89E,"L-685458"
iGMDRD150,1,2,1,#C7E89E,"RITA"
iGMDRD248,1,6,1,#FAE38C,"BRD4354"
iGMDRD782,1,2,1,#EAF195,"DC-45-A2"
