id,order,score,weight,color,label
iGMDRD634,1,3,1,#5E4EA1,"SCHEMBL2608041"
iGMDRD84,1,3,1,#4776B4,"Lovastatin acid"
iGMDRD286,1,3,1,#C7E89E,"Nsc 632839"
iGMDRD874,1,1,1,#4776B4,"BRD8958"
iGMDRD781,1,3,1,#6CC4A4,"Sirolimus"
iGMDRD154,1,3,1,#C7E89E,"NSC23766"
iGMDRD318,1,6,1,#5E4EA1,"PAC-1"
iGMDRD126,1,7,1,#FB9F59,"Tipifarnib"
iGMDRD300,1,3,1,#C32F4B,"Tozasertib"
iGMDRD137,1,3,1,#FB9F59,"Indisulam"
iGMDRD782,1,3,1,#9CD6A4,"DC-45-A2"
iGMDRD512,1,3,1,#FB9F59,"nutlin 3"
iGMDRD394,1,3,1,#EAF195,"BX-795"
iGMDRD506,1,3,1,#FEC574,"Fedratinib"
iGMDRD158,1,3,1,#FEC574,"NSC141540"
iGMDRD268,1,2,1,#FB9F59,"Cerulenin"
iGMDRD105,1,3,1,#E1514B,"Triptolide"
iGMDRD562,1,3,1,#C32F4B,"Navitoclax"
iGMDRD152,1,4,1,#E1514B,"179324-69-7"
