id,order,score,weight,color,label
iGMDRD793,1,1,1,#FB9F59,"BEC (hydrochloride)"
iGMDRD323,1,1,1,#5E4EA1,"Leptomycin B"
iGMDRD79,1,1,1,#6CC4A4,"Gemcitabine"
iGMDRD798,1,1,1,#FB9F59,"Ceranib-2"
iGMDRD640,1,2,1,#EAF195,"CAY10618"
iGMDRD750,1,1,1,#FEC574,"TRIAZOLOTHIADIAZINE"
iGMDRD705,1,1,1,#C7E89E,"Nakiterpiosin"
iGMDRD321,1,2,1,#4776B4,"Daporinad"
iGMDRD49,1,1,1,#E1514B,"Mitomycin"
iGMDRD123,1,1,1,#C32F4B,"Isoevodiamine"
iGMDRD445,1,1,1,#C7E89E,"Barasertib"
iGMDRD150,1,1,1,#4D9DB4,"RITA"
iGMDRD103,1,1,1,#FB9F59,"SN-38"
iGMDRD68,1,1,1,#9E0041,"Paclitaxel"
iGMDRD64,1,1,1,#EAF195,"Parbendazole"
iGMDRD446,1,1,1,#FAE38C,"LY 2183240"
iGMDRD116,1,2,1,#9CD6A4,"CD437"
iGMDRD577,1,1,1,#C32F4B,"BIX01294"
iGMDRD609,1,1,1,#4776B4,"BRD-K66453893"
iGMDRD256,1,2,1,#4D9DB4,"NVP-231"
iGMDRD787,1,1,1,#9E0041,"PF 184"
iGMDRD505,1,1,1,#6CC4A4,"Pevonedistat"
iGMDRD12,1,1,1,#4D9DB4,"Bicalutamide"
iGMDRD78,1,1,1,#F47245,"Topotecan"
iGMDRD151,1,1,1,#E1514B,"CHM-1"
iGMDRD244,1,1,1,#FAE38C,"ML311"
iGMDRD439,1,1,1,#F47245,"KW-2449"
iGMDRD479,1,1,1,#FEC574,"Veliparib"
iGMDRD154,1,1,1,#9E0041,"NSC23766"
iGMDRD489,1,1,1,#9E0041,"GSK-461364"
iGMDRD279,1,1,1,#5E4EA1,"Istradefylline"
iGMDRD528,1,1,1,#9CD6A4,"rigosertib"
iGMDRD444,1,2,1,#4776B4,"Tivantinib"
iGMDRD857,1,1,1,#6CC4A4,"BRD-K70511574"
iGMDRD540,1,1,1,#F47245,"Alisertib"
iGMDRD526,1,1,1,#FB9F59,"KX2-391"
iGMDRD106,1,1,1,#E1514B,"Clofarabine"
iGMDRD573,1,1,1,#C32F4B,"GSK-1904529A"
iGMDRD94,1,1,1,#9E0041,"Narciclasine"
iGMDRD533,1,2,1,#FEC574,"HSCI1_000270"
iGMDRD681,1,2,1,#EAF195,"SB-743921"
iGMDRD561,1,1,1,#C32F4B,"ABT-263"
iGMDRD176,1,1,1,#9E0041,"Decitabine"
iGMDRD255,1,1,1,#FB9F59,"SB225002"
iGMDRD121,1,1,1,#4D9DB4,"GMX1778"
iGMDRD42,1,1,1,#9CD6A4,"Vorinostat"
iGMDRD117,1,2,1,#9CD6A4,"Docetaxel"
