id,order,score,weight,color,label
iGMDRD639,1,1,1,#9E0041,"YK 4-279"
iGMDRD133,1,1,1,#9E0041,"Lapatinib"
iGMDRD121,1,1,1,#C7E89E,"GMX1778"
iGMDRD313,1,1,1,#E1514B,"Axitinib"
iGMDRD409,1,1,1,#E1514B,"Saracatinib"
iGMDRD207,1,1,1,#C32F4B,"Capsaicin"
iGMDRD280,1,6,1,#5E4EA1,"CYTOCHALASIN B"
iGMDRD119,1,1,1,#5E4EA1,"Temsirolimus"
iGMDRD434,1,2,1,#C32F4B,"BMS-536924"
iGMDRD560,1,1,1,#4D9DB4,"MK-2206"
iGMDRD234,1,1,1,#F47245,"Lomeguatrib"
iGMDRD489,1,1,1,#F47245,"GSK-461364"
iGMDRD427,1,7,1,#9CD6A4,"ABT737"
iGMDRD57,1,4,1,#C32F4B,"Chloropentafluorobenzene"
iGMDRD401,1,2,1,#FAE38C,"Afatinib"
iGMDRD152,1,1,1,#6CC4A4,"179324-69-7"
iGMDRD144,1,3,1,#C32F4B,"NSC95397"
iGMDRD286,1,5,1,#C32F4B,"Nsc 632839"
iGMDRD505,1,1,1,#FB9F59,"Pevonedistat"
iGMDRD109,1,1,1,#6CC4A4,"Gefitinib"
iGMDRD781,1,2,1,#4776B4,"Sirolimus"
iGMDRD446,1,2,1,#6CC4A4,"LY 2183240"
iGMDRD64,1,1,1,#6CC4A4,"Parbendazole"
iGMDRD126,1,2,1,#EAF195,"Tipifarnib"
iGMDRD52,1,2,1,#E1514B,"Rotenone"
iGMDRD138,1,2,1,#6CC4A4,"PX 12"
iGMDRD197,1,1,1,#FB9F59,"DBeQ"
iGMDRD208,1,1,1,#9CD6A4,"Necrosulfonamide"
iGMDRD494,1,2,1,#F47245,"Neopeltolide"
iGMDRD382,1,1,1,#9CD6A4,"CEP-701"
iGMDRD268,1,1,1,#C7E89E,"Cerulenin"
iGMDRD105,1,1,1,#FEC574,"Triptolide"
iGMDRD374,1,1,1,#FAE38C,"Zibotentan (ZD4054)"
iGMDRD394,1,2,1,#C7E89E,"BX-795"
iGMDRD882,1,2,1,#FEC574,"CIL41"
iGMDRD42,1,1,1,#F47245,"Vorinostat"
iGMDRD255,1,1,1,#9CD6A4,"SB225002"
iGMDRD944,1,1,1,#FEC574,"MI.1"
iGMDRD300,1,1,1,#EAF195,"Tozasertib"
iGMDRD213,1,3,1,#4776B4,"SMR000068650"
iGMDRD646,1,1,1,#6CC4A4,"PHA-793887"
iGMDRD851,1,1,1,#FB9F59,"BRD-K34222889"
iGMDRD158,1,2,1,#FB9F59,"NSC141540"
iGMDRD562,1,5,1,#C7E89E,"Navitoclax"
iGMDRD112,1,1,1,#6CC4A4,"Methotrexate"
iGMDRD151,1,2,1,#FAE38C,"CHM-1"
iGMDRD398,1,5,1,#C32F4B,"Sepantronium"
iGMDRD329,1,3,1,#6CC4A4,"Merck60"
iGMDRD435,1,1,1,#EAF195,"BI-2536"
iGMDRD423,1,1,1,#5E4EA1,"AT 7867"
iGMDRD145,1,1,1,#E1514B,"Omacetaxine mepesuccinate"
iGMDRD552,1,2,1,#FEC574,"AZD-1775"
iGMDRD253,1,1,1,#E1514B,"Vincaleukoblastine"
iGMDRD536,1,1,1,#FAE38C,"PLX-4720"
iGMDRD670,1,2,1,#9E0041,"ML 210"
iGMDRD584,1,3,1,#4776B4,"VER 155008"
iGMDRD475,1,1,1,#6CC4A4,"BX 912"
iGMDRD211,1,2,1,#FAE38C,"(1S,3R)-RSL3"
iGMDRD150,1,7,1,#E1514B,"RITA"
iGMDRD157,1,1,1,#5E4EA1,"Ouabain"
iGMDRD321,1,1,1,#FAE38C,"Daporinad"
iGMDRD750,1,1,1,#C7E89E,"TRIAZOLOTHIADIAZINE"
iGMDRD63,1,1,1,#EAF195,"Camptothecin"
iGMDRD340,1,1,1,#C32F4B,"SU 11274"
iGMDRD571,1,1,1,#F47245,"Cabozantinib"
iGMDRD299,1,1,1,#6CC4A4,"ICL 670"
iGMDRD640,1,1,1,#FAE38C,"CAY10618"
iGMDRD79,1,1,1,#9CD6A4,"Gemcitabine"
