id,order,score,weight,color,label
iGMDRD137,1,4,1,#9CD6A4,"Indisulam"
iGMDRD201,1,5,1,#E1514B,"SKI II"
iGMDRD701,1,1,1,#5E4EA1,"NVP-AUY922"
iGMDRD679,1,1,1,#4D9DB4,"Bistramide A"
iGMDRD147,1,2,1,#F47245,"Prima-1"
iGMDRD414,1,1,1,#FAE38C,"MST-312"
iGMDRD866,1,5,1,#9E0041,"BRD1812"
iGMDRD872,1,2,1,#F47245,"BRD7137"
iGMDRD405,1,3,1,#FEC574,"PIK-75"
iGMDRD870,1,3,1,#4776B4,"BRD63610"
iGMDRD579,1,8,1,#FB9F59,"PF750"
iGMDRD639,1,3,1,#C7E89E,"YK 4-279"
iGMDRD269,1,4,1,#C7E89E,"Purmorphamine"
iGMDRD202,1,6,1,#4D9DB4,"Curcumin"
iGMDRD341,1,5,1,#C7E89E,"Triacsin c"
iGMDRD554,1,4,1,#5E4EA1,"CHEMBL1434137"
iGMDRD772,1,8,1,#FEC574,"BRD4770"
iGMDRD64,1,3,1,#E1514B,"Parbendazole"
iGMDRD351,1,4,1,#EAF195,"GW843682X"
iGMDRD103,1,4,1,#5E4EA1,"SN-38"
iGMDRD126,1,7,1,#C32F4B,"Tipifarnib"
iGMDRD318,1,1,1,#FB9F59,"PAC-1"
iGMDRD123,1,1,1,#9CD6A4,"Isoevodiamine"
iGMDRD132,1,1,1,#C32F4B,"(-)-gallocatechin-3-O-gallate"
iGMDRD268,1,5,1,#C32F4B,"Cerulenin"
iGMDRD105,1,5,1,#6CC4A4,"Triptolide"
iGMDRD163,1,4,1,#FAE38C,"all trans Retinoic Acid"
iGMDRD107,1,5,1,#9CD6A4,"Valdecoxib"
iGMDRD882,1,2,1,#9CD6A4,"CIL41"
iGMDRD286,1,6,1,#FEC574,"Nsc 632839"
iGMDRD144,1,3,1,#9CD6A4,"NSC95397"
iGMDRD309,1,1,1,#9E0041,"17AAG"
iGMDRD505,1,2,1,#C32F4B,"Pevonedistat"
iGMDRD634,1,4,1,#C32F4B,"SCHEMBL2608041"
iGMDRD781,1,5,1,#C7E89E,"Sirolimus"
iGMDRD193,1,1,1,#C32F4B,"Fqi1"
iGMDRD446,1,1,1,#C7E89E,"LY 2183240"
iGMDRD213,1,5,1,#F47245,"SMR000068650"
iGMDRD300,1,5,1,#E1514B,"Tozasertib"
iGMDRD481,1,2,1,#E1514B,"Dactolisib"
iGMDRD353,1,2,1,#E1514B,"PD0325901"
iGMDRD2,1,4,1,#5E4EA1,"PK-11195"
iGMDRD151,1,1,1,#FB9F59,"CHM-1"
iGMDRD5,1,3,1,#EAF195,"Tyrphostin AG 1478"
iGMDRD307,1,2,1,#4776B4,"Manumycin A"
iGMDRD513,1,3,1,#FB9F59,"BML-259"
iGMDRD221,1,8,1,#9E0041,"Tamoxifen"
iGMDRD60,1,2,1,#EAF195,"Quinoclamine"
iGMDRD425,1,2,1,#9CD6A4,"ERASTIN"
iGMDRD219,1,1,1,#E1514B,"Bax channel blocker"
iGMDRD188,1,3,1,#C32F4B,"Piperlongumine"
iGMDRD6,1,7,1,#4D9DB4,"AM-580"
iGMDRD148,1,8,1,#F47245,"Pifithrin-mu"
iGMDRD211,1,4,1,#F47245,"(1S,3R)-RSL3"
iGMDRD730,1,2,1,#EAF195,"Kahalalide F"
iGMDRD690,1,7,1,#4D9DB4,"PRIMA-1MET"
iGMDRD297,1,3,1,#4D9DB4,"Austocystin D"
iGMDRD356,1,4,1,#9E0041,"PNU-74654"
iGMDRD698,1,1,1,#C7E89E,"Neratinib"
iGMDRD82,1,5,1,#EAF195,"Quiflapon"
iGMDRD267,1,3,1,#C32F4B,"Oligomycin A"
iGMDRD187,1,2,1,#F47245,"BRD9876"
iGMDRD366,1,5,1,#FAE38C,"PI-103"
iGMDRD23,1,4,1,#9E0041,"Gossypol"
iGMDRD546,1,2,1,#C7E89E,"BMS-754807"
iGMDRD640,1,3,1,#E1514B,"CAY10618"
iGMDRD885,1,1,1,#FAE38C,"Compound 110"
iGMDRD486,1,4,1,#C32F4B,"Tosedostat"
iGMDRD1008,1,3,1,#FAE38C,"SR-II-138A"
iGMDRD84,1,2,1,#E1514B,"Lovastatin acid"
iGMDRD888,1,10,1,#FB9F59,"Compound 44"
iGMDRD441,1,4,1,#9E0041,"TW 37"
iGMDRD871,1,1,1,#C32F4B,"BRD6368"
iGMDRD887,1,2,1,#C7E89E,"Compound 23 citrate"
iGMDRD670,1,5,1,#FEC574,"ML 210"
