id,order,score,weight,color,label
iGMDRD116,1,3,1,#5E4EA1,"CD437"
iGMDRD384,1,1,1,#9E0041,"EHT-1864"
iGMDRD551,1,1,1,#F47245,"Ponatinib"
iGMDRD144,1,3,1,#9E0041,"NSC95397"
iGMDRD634,1,3,1,#6CC4A4,"SCHEMBL2608041"
iGMDRD129,1,1,1,#4776B4,"SB-216763"
iGMDRD608,1,1,1,#E1514B,"Refametinib"
iGMDRD366,1,1,1,#FEC574,"PI-103"
iGMDRD185,1,1,1,#F47245,"DMOG"
iGMDRD394,1,1,1,#C7E89E,"BX-795"
iGMDRD462,1,1,1,#FB9F59,"OSI-906 (Linsitinib)"
iGMDRD378,1,1,1,#4776B4,"ZM-447439"
iGMDRD150,1,3,1,#FAE38C,"RITA"
iGMDRD351,1,3,1,#9E0041,"GW843682X"
iGMDRD103,1,3,1,#FAE38C,"SN-38"
iGMDRD123,1,3,1,#FB9F59,"Isoevodiamine"
iGMDRD434,1,3,1,#5E4EA1,"BMS-536924"
iGMDRD605,1,1,1,#E1514B,"AZD6482"
iGMDRD215,1,1,1,#FEC574,"CCT007093"
iGMDRD354,1,1,1,#E1514B,"Midostaurin"
iGMDRD324,1,1,1,#4D9DB4,"CI-1040"
iGMDRD654,1,1,1,#EAF195,"SL 0101-1"
iGMDRD202,1,3,1,#E1514B,"Curcumin"
iGMDRD280,1,3,1,#F47245,"CYTOCHALASIN B"
iGMDRD401,1,1,1,#C7E89E,"Afatinib"
iGMDRD57,1,6,1,#6CC4A4,"Chloropentafluorobenzene"
iGMDRD100,1,3,1,#6CC4A4,"Zebularine"
iGMDRD412,1,1,1,#C32F4B,"VX-702"
iGMDRD701,1,2,1,#C32F4B,"NVP-AUY922"
iGMDRD531,1,1,1,#9E0041,"AZD2281"
iGMDRD679,1,3,1,#5E4EA1,"Bistramide A"
iGMDRD353,1,1,1,#FEC574,"PD0325901"
iGMDRD686,1,1,1,#EAF195,"PF4708671"
iGMDRD1039,1,1,1,#E1514B,"X681640"
iGMDRD451,1,6,1,#9E0041,"Serdemetan"
